cnpj,cnpj_basico,nome_fantasia,razao_social,cnae,identificador_matriz_filial,tipo_logradouro,logradouro,numero,complemento,bairro,cep,ddd_1,telefone_1,ddd_2,telefone_2,email,data_inicio_atividade,idade_meses,porte,capital_social,natureza_juridica,opcao_simples,n_unidades_df,n_mesma_sala,n_mesmo_predio
44926645000125,44926645,,HUGO FIDELIS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQNW 307 BLOCO C,S/N,APT   604,SETOR NOROESTE,70686815,61,81413847,,,hbfide@gmail.com,2022-01-19,55,5,1000.0,2321,1,1,1,3
57878420000192,57878420,,GARCIA RIBEIRO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIS QI 16 CJ 4 LT 24,S/N,,LAGO SUL,71640240,61,99734420,,,acgarcia.ribeiro@gmail.com,2024-10-29,22,5,1000.0,2321,0,1,,3
34584806000196,34584806,,PACHECO BRITO ADVOCACIA,6911701,1,QUADRA,SIG QUADRA 1,114,,ZONA INDUSTRIAL,70610410,61,84928597,,,britoadvocaciabsb@gmail.com,2019-08-19,84,5,10000.0,2232,1,1,,2
26733283000174,26733283,FERREIRA ADVOGADOS E CONSULTORES ASSOCIADOS,FERREIRA ADVOGADOS E CONSULTORES ASSOCIADOS,6911701,1,SETOR,SRTVS,SN,QUADRA701                 BLOCO O NUMERO 110        SALA  220                 EDIF  MULTIEMPRESARIAL,ASA SUL,70340000,61,39672002,,,ferreiraadvassociados1@gmail.com,2016-11-10,117,5,10000.0,2232,1,1,1,158
27033374000160,27033374,,MARCIA CARINA CASTELO BRANCO ZAMPIRON ADVOCACIA E CONSULTORIA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,COND. RESIDENCIAL,JARDINS DO LAGO QUADRA 1,23,COND  RES JARDIM DO LAGO  CONJ  FLAMBOYANTES        LOTE  23,SETOR HABITACIONAL JARDIM BOTANICO,71680372,61,81950145,,,marcia.zampiron@gmail.com,2016-12-20,116,5,90000.0,2321,1,1,1,1
50183742000178,50183742,,LUCAS SILVA CASTRO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHS QUADRA 6 CONJUNTO A BLOCO E,405,,ASA SUL,70316102,61,93704578,,,lucascastro.adv.df@gmail.com,2023-04-03,40,5,10000.0,2321,1,1,,1
50366528000157,50366528,,CESAR DIAS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,Q 708 NORTE BL P,S/N,,BRASILIA,70740776,61,99831161,,,rasec0203@hotmail.com,2023-04-18,40,1,10000.0,2321,1,1,,2
46817906000102,46817906,,NACACIO RICARDO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHCN CL 406 BLOCO E SALA 103,SN,,ASA NORTE,70847550,61,98284941,,,matheusnacacio@gmail.com,2022-06-17,50,5,1000.0,2321,1,1,,11
48822979000100,48822979,,JOAQUIM PEREIRA DE PAULO NETO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SIG QUADRA 1,985,SALA  244,ZONA INDUSTRIAL,70610410,61,82655868,,,quatrocontadores@hotmail.com,2022-12-06,44,3,200000.0,2321,0,1,1,124
43563507000166,43563507,,PIETRO LORENZONI - SOCIEDADE DE ADVOGADOS,6911701,1,SETOR,SHIS QL 20 CJ 1 LT 17,S/N,,LAGO SUL,71650115,61,99908808,,,diegosoaris@arcanjocontabilidade.com,2021-09-17,59,3,10000.0,2232,0,1,,7
59472271000192,59472271,,CLEMON CAMPOS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SIG Q 2 LT 420/440,S/N,SALA  211,SUDOESTE/OCTOGONAL,70610420,61,81207372,,,clemoncampos@hotmail.com,2025-02-14,18,1,33000.0,2321,1,1,1,151
59003957000134,59003957,,DIOGO ESTEVES PEREIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHS QUADRA 6 CONJUNTO A BLOCO A,0,SALA  501,ASA SUL,70316102,61,81960882,,,diogoesteves.adv@gmail.com,2025-01-21,19,1,10000.0,2321,1,1,25,40
54534822000181,54534822,,ODIRAN DOS SANTOS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,4A CHACARA 107 LOTE 24 SALA,101,,SETOR HABITACIONAL VICENTE PIRES,72006235,61,92163161,,,odiran.adv@gmail.com,2024-04-01,28,1,20000.0,2321,1,1,,1
00947000000101,00947000,,MOURAO E MORAES ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SHIS QI 27 CONJUNTO 13,12,,SETOR DE HABITACOES INDIVIDUAIS SUL,71675130,61,35363847,61,35363854,,1995-11-22,369,5,1200.0,2232,0,1,,1
45260836000163,45260836,,MARCIA RIBEIRO RAMOS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQN 109 BLOCO L,606,,ASA NORTE,70752120,61,95842577,,,marciaribeiro.ramos@gmail.com,2022-02-11,54,5,10000.0,2321,1,1,,1
30256350000184,30256350,,DANIEL CASTRO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHS QUADRA 6,S/N,BLOCO C                   SALA  424,ASA SUL,70316000,61,30419569,,,danielcgc@hotmail.com,2018-04-10,100,5,5000.0,2321,1,1,1,124
57881212000142,57881212,,ALVARO EMIDIO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHS QUADRA 6,SN,CONJ  A                   BLOCO E                   SALA  612,ASA SUL,70316902,62,81298345,,,alvaro@alvaroadvogados.com.br,2024-10-29,22,1,10000.0,2321,1,1,1,39
59536215000174,59536215,,RAYSSA THAINA ALVES LEITE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,1 CONJUNTO 5,SN,CASA  55,SETOR HABITACIONAL VICENTE PIRES - TRECHO 3,72001217,61,93558009,,,rayssa.thaina@gmail.com,2025-02-18,18,1,5000.0,2321,1,1,1,1
52264914000163,52264914,,CAMILA GOMES ARAUJO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CSD 4 LOTE 16,101,,TAGUATINGA SUL (TAGUATINGA),72020045,61,92760210,,,gomes.camila@gmail.com,2023-09-21,35,3,8000.0,2321,1,1,,2
53654767000109,53654767,,MILENA VIEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SIG QUADRA 1 LOTE,495,SALA  229,ZONA INDUSTRIAL,70610410,61,92995099,,,advmilenavieira@gmail.com,2024-01-25,31,1,20000.0,2321,1,1,1,33
24821840000183,24821840,,BORGES E LOPES ADVOCACIA,6911701,1,AVENIDA,"INDEPENDENCIA (QUADRAS 24,33 E 34)",06,LOTE  08                  ANDAR 1                   SALA,SETOR TRADICIONAL (PLANALTINA),73330002,61,30493388,,,paulohol20@terra.com.br,2016-04-07,124,5,30000.0,2232,1,1,1,2
12208485000192,12208485,,GUILHERMINA FREITAS - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SMLN MI TRECHO 08 CONJUNTO 2,13,,SETOR DE MANSOES DO LAGO NORTE,71540087,61,30396990,,,,2010-06-29,194,5,20000.0,2321,1,1,,1
36606413000161,36606413,,GABAN SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SGAN,601,CONJ  H                   SALA  44                  TERREO                    EDIF  ION,ASA NORTE,70830018,11,85727800,,,gaban@nglaw.com.br,2020-03-09,77,3,3000.0,2321,1,1,1,28
58256001000181,58256001,,PEREIRA DE OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHS QUADRA 6 CONJUNTO A BLOCO A,SN,SALA  501                 EDIF  BRASIL 21,ASA SUL,70316102,61,95236362,,,juliana_oliveira3003@hotmail.com,2024-11-27,21,5,20000.0,2321,1,1,19,310
24911184000100,24911184,,SOARES SILVA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CLN 412 BLOCO B,202,,ASA NORTE,70867520,61,83323302,61,33469565,adv.christiansilva@gmail.com,2016-02-26,126,5,10000.0,2321,0,1,,3
07083430000163,07083430,,VALADARES E BOMTEMPO ADVOGADOS ASSOCIADOS S/S,6911701,1,SETOR,"SCN QUADRA 01, BLOCO F",S/N,SALA  1808/ 1809          EDIF  AMERICA OFFICE TOWER,ASA NORTE,70711905,61,39644451,61,21070002,contab_mg@yahoo.com.br,2004-10-14,262,5,70000.0,2232,1,1,1,78
43722451000145,43722451,,RENATA ALVES DOS SANTOS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SCLN 315,SN,BLOCO B                   SALA  103,ASA NORTE,70774500,61,96157036,,,hda@hdacontabilidade.com,2021-09-30,59,1,10000.0,2321,1,1,1,2
54756169000103,54756169,,FELIPE GUIMARAES CAMPOS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SH BOA VISTA PARCELAMENTO IMPERIO DOS NOBRES Q 2 CJ C LT 07,S/N,,SOBRADINHO,73252132,61,82884821,,,diretoriajuridica@voerima.com.br,2024-04-16,28,1,1000.0,2321,1,1,,1
48271476000193,48271476,,AMANDA REIS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SBS QUADRA 02 BLOCO E NO 12 SALA 206 SOBRELOJA PARTE R3,S/N,,ASA SUL,70070120,61,98007734,,,contato@armadvocacia.com.br,2022-10-13,46,1,10000.0,2321,1,1,,123
18783098000166,18783098,OLIVEIRA & YAMAMOTO ADVOGADOS,OLIVEIRA & YAMAMOTO ADVOGADOS,6911701,1,SETOR,SHS QUADRA 6,S/N,BLOCO E                   SALA  215 E 216                 COMPLEXO BRASIL 21,ASA SUL,70316000,61,33442581,,,contato@oyadvogados.com.br,2013-06-21,158,5,75000.0,2232,1,1,1,124
38659501000157,38659501,,SUELEN MAXIMO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SIG QUADRA 1,505,EDIF  BARAO DO RIO BRANCO SALA  SALA 123 PARTE A38,ZONA INDUSTRIAL,70610410,61,85997347,,,suelenmaximo@hotmail.com,2020-09-22,71,5,1000.0,2321,1,1,1,52
29979175000174,29979175,,R. OLIVEIRA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SCS QUADRA 06 BLOCO A,81,SALA  413                 EDIF  JOSE SEVERO,ASA SUL,70326900,61,30336798,61,81536330,rdeoliveira.adv@gmail.com,2018-02-02,102,5,10000.0,2321,1,1,1,68
37191271000181,37191271,,LUIZ FERNANDO BARBOSA DOS SANTOS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA 2 BLOCO C,S/N,SALA  102,SETOR COMERCIAL CENTRAL (PLANALTINA),73310313,61,33081982,,,dr.luizfbarbosa@gmail.com,2020-05-14,75,5,100000.0,2321,1,1,1,9
55221685000198,55221685,,LETICIA HERCULANO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHCS CR 516 BLOCO B,66,PAVMTO1 PARTE C0497,ASA SUL,70381525,61,81226800,,,leticia.rherculano@gmail.com,2024-05-21,27,3,1000.0,2321,1,1,1,329
55137141000142,55137141,,ANDRADE & ANDRADE ADVOCACIA,6911701,1,QUADRA,QNM 18 CJ B LT 53,SN,SALA  101 E 104,CEILANDIA NORTE (CEILANDIA),72210182,61,95241816,,,andrade.consultoria.adv22@gmaol.com,2024-05-15,27,1,10000.0,2232,1,1,1,13
49997306000153,49997306,,FRANSKBEL JACQUES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,COPAIBA LOTE,01,EDIF  TORRE B SALA 1716,NORTE (AGUAS CLARAS),71919540,61,84134713,61,96940303,dr.sousalima.adv@gmail.com,2023-03-20,41,5,1000.0,2321,1,1,1,889
19842852000154,19842852,,MARCIO DE OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIS QI 5 CJ 15 LT 23,S/N,,LAGO SUL,71615150,61,81027742,,,contato@marciodeoliveira.adv.br,2014-02-05,150,5,10000.0,2321,1,1,,23
31030095000110,31030095,,FERRARESI CAVALCANTE - ADVOGADOS,6911701,1,SETOR,"SETOR HOTELEIRO NORTE (SHN), QUADRA 2, BLOCO F",SN,EDIF  EXECUTIVE OFFICE          TOWER               SALA  1.607,ASA NORTE,70702906,61,35464010,,,contato@ferraresicavalcante.com.br,2018-06-05,98,5,100000.0,2232,1,1,1,141
37262087000185,37262087,,LARSEN NUNES - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SOF SUL QUADRA 13 CONJUNTO B,01,APT   104,ZONA INDUSTRIAL (GUARA),71215267,61,86076224,,,bgildezio@gmail.com,2020-03-09,77,1,10000.0,2321,1,1,1,1
37993458000107,37993458,,VIEIRA MARTINS ADVOGADOS ASSOCIADOS S/C,6911701,1,, SRT/SUL QD 701 CJ D,100,BL C S/222 E 224,ASA SUL,70340906,,,,,,1993-05-12,399,5,0.0,2240,1,1,1,4
50360088000120,50360088,,MOREIRA DE BRITO E ALVES ADVOCACIA,6911701,1,SETOR,SHIS QI 15 CJ 8 LT 8,S/N,,LAGO SUL,71635280,61,99513502,61,93017958,brunnombrito@gmail.com,2023-04-18,40,1,100000.0,2232,1,1,,2
35558216000151,35558216,,MAFRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SAUS QUADRA 5 BLOCO N,SN,      SALA 1005                 ED OAB,ASA SUL,70070050,61,83544141,,,advogado.mafra@gmail.com,2019-11-13,81,5,10000.0,2321,0,1,1,15
31351665000173,31351665,CARLOS BEZERRA ADVOGADOS ASSOCIADOS,CARLOS BEZERRA ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SHN QUADRA 1,1,CONJ  A                   BLOCO D                   SALA  1209                EDIF  FUSION              SETOR SHN                 QUADRA1,ASA NORTE,70701000,61,92242416,,,carlosbezerra21@hotmail.com,2018-08-21,96,5,10000.0,2232,0,1,1,14
54152294000104,54152294,,TARRAGO GIORDANO E MOURA ADVOCACIA,6911701,1,SETOR,"SETOR DE AUTARQUIAS SUL QD 4, BLOCO A",S/N,SALA  914,ASA SUL,70070938,61,81648402,61,92990211,tgmadvogadas@gmail.com,2024-03-01,29,1,1000.0,2232,1,1,1,279
53804979000117,53804979,,RAIMUNDO NONATO TORRES PIRES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHN QUADRA 02 BLOCO J LOJA 34 PARTE A,SN,,ASA NORTE,70702909,61,99752138,,,raimundo@torrespires.com.br,2024-02-05,30,1,10000.0,2321,1,1,,37
49402577000119,49402577,,KAROLINE LIMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SRTVS,701,QUADRA701                 BLOCO 2/4                 CONJ  E                   SALA  511                 EDIF  PALACIO DO RADIO 2,ASA SUL,70340901,61,86038072,,,karolinelima.adv.oab@gmail.com,2023-01-31,43,5,10000.0,2321,1,1,1,19
24669050000124,24669050,,MARIA CHRISTINA BARREIROS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,AVENIDA,DAS CASTANHEIRAS LOTE 1310,SN,APT   1501B REAL SPLENDOR,NORTE (AGUAS CLARAS),71900100,61,86083230,,,mchristinadoliveira@gmail.com,2016-04-06,124,5,1000.0,2321,1,1,1,47
22551978000184,22551978,ADVOCACIA BETTIOL E SETTE CAMARA - SCP,ADVOCACIA BETTIOL E SETTE CAMARA - SCP,6911701,1,SETOR,SGAN 601 MODULO Q,S/N,,ASA NORTE,70830026,61,45015050,61,45015095,contabilidade@bettiol.com.br,2011-09-20,179,5,8500.0,2127,0,1,,3
52150374000197,52150374,,RODRIGO BADARO ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SHIS QI 11 BLOCO K AREA ESPECIAL,S/N,SALA  115,SETOR DE HABITACOES INDIVIDUAIS SUL,71625205,61,92799423,,,rodbadaro@hotmail.com,2023-09-12,35,5,5000.0,2232,0,1,1,41
55976939000188,55976939,,FERNANDA BRASIL SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHCNW SQNW 104 PJ A,S/N,APT   201,PLANO PILOTO,70683355,61,91330686,,,fernandabrasilb1@gmail.com,2024-07-17,25,5,1000.0,2321,1,1,1,3
57567009000104,57567009,,ROLLEMBERG & CAMARGOS ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SRTVS QUADRA 701 CONJUNTO L BLOCO 02 SALA 625 PARTE A2,30,,ASA SUL,70340906,61,83431225,,,marcelarollemberg@gmail.com,2024-10-04,22,5,2000.0,2232,1,1,,516
01505995000105,01505995,,ESDRAS DANTAS DE SOUZA ADVOGADOS ASSOCIADOS,6911701,1,RUA,JERIVA LOTE,04,      SALAS 101 E 102           PARTE E                   EDIFICIO DINA DANTAS,SUL (AGUAS CLARAS),71928360,61,82473535,,,esdras.advogado@gmail.com,1996-09-05,359,5,3000.0,2232,1,1,1,3
36436375000146,36436375,,KECE HELLEN ALVES DA NOBREGA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QI 12 BLOCO E,106,,GUARA I,71010059,61,81559640,,,kecenobrega.adv@gmail.com,2020-02-11,78,5,10000.0,2321,1,1,,1
50356480000104,50356480,,CASTRO & LUEBKE ADVOGADOS,6911701,1,QUADRA,SHS QUADRA 6 CONJUNTO A BLOCO A,0,SALA  606                 EDIF  BRASIL 21,ASA SUL,70316102,61,81929333,61,82626120,contato@castroluebke.com.br,2023-04-18,40,1,200.0,2232,1,1,1,40
26718109000152,26718109,,REBECCA NASCIMENTO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SRTVS,701,BLOCO O                   SALA  215                 EDIF  MULTIEMPRESARIAL,ASA SUL,70340000,61,33231569,61,81181865,rebeccanascimentoadv@gmail.com,2016-11-04,117,5,5000.0,2321,1,1,1,87
46929367000195,46929367,,RABELLO MENDES E REGNIER MARQUES ADVOCACIA,6911701,1,QUADRA,SQN 108 BLOCO K,402,,ASA NORTE,70744110,61,99610700,,,advocacia@fernandoregnier.com,2022-06-27,50,1,1000.0,2232,1,1,,1
40729242000135,40729242,,"STEFANY GOMES MARINHO , SOCIEDADE INDIVIDUAL DE ADVOCACIA",6911701,1,QUADRA,QE 34 CONJUNTO E CASA,08,,GUARA II,71065052,61,84476033,,,stefanygomesm@hotmail.com,2021-02-05,66,1,10000.0,2321,1,1,,1
30993128000164,30993128,,MENDES LOBATO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,"SRTVS QD 701, CONJ E, BLOCO 1, N. 12, SALA 212, PARTE X6",0,,ASA SUL,70340901,61,81278789,,,,2018-06-25,98,5,100.0,2321,0,1,,3
50277753000117,50277753,,RODRIGO AMERICO MOREIRA DE JESUS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA 18 CONJUNTO F,13,,SOBRADINHO,73050186,61,99154602,,,r.advmnr@gmail.com,2023-04-11,40,5,5000.0,2321,1,1,,2
39404905000162,39404905,"CURADO, BORGES & RIBEIRO ADVOGADOS ASSOCIADOS","CURADO, BORGES & RIBEIRO ADVOGADOS ASSOCIADOS",6911701,1,QUADRA,SIG QUADRA 1,985,SALA  29SE,ZONA INDUSTRIAL,70610410,61,92366178,61,82793696,vilasboas.adv.df@gmail.com,2020-10-13,70,3,30000.0,2232,0,1,1,124
32779087000133,32779087,,ADACIR REIS ADVOCACIA,6911701,1,QUADRA,SAUS QUADRA 1 BLOCO N SALA,604,EDIF  TERRA BRASILIS,ASA SUL,70070010,61,32254525,,,,2019-02-01,90,5,100000.0,2232,0,1,1,1
31188361000137,31188361,IBRASC,INSTITUTO BRASILEIRO DE RESPONSABILIDADE AMBIENTAL SOCIAL E CULTURAL,6911702,1,AVENIDA,RECANTO QUADRA 203,LT 33,SALA  204,RECANTO DAS EMAS,72610321,61,98096674,,,institutoibrasc@gmail.com,2018-07-24,97,5,0.0,3999,0,1,1,1
00949546000193,00949546,,PERDIZ DE JESUS ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,"SHIS QL 12, CONJUNTO 08, CASA",01,,SETOR DE HABITACOES INDIVIDUAIS SUL,71630285,61,33274444,,,perdiz@perdiz.adv.br,1995-12-05,368,5,1200000.0,2232,0,1,,1
44963458000111,44963458,,PEREIRA DO PRADO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,AVENIDA,PAU BRASIL LOTE,10,SALA  513,NORTE (AGUAS CLARAS),71916500,61,38770319,,,contato@pereiraeprado.com.br,2022-01-21,55,5,200000.0,2321,0,1,1,70
57517798000160,57517798,,CASTRO E BORGES ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SGAS 910 CONJUNTO B BLOCO A,SN,SALA  123 PARTE 21,ASA SUL,70390100,61,93524193,,,castroeborgesadvogados@gmail.com,2024-10-01,22,3,10000.0,2232,1,1,1,130
07187226000192,07187226,BARBOSA DE SA ADVOGADOS,BARBOSA DE SA E ALENCASTRO ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SHIS QL 4 CONJUNTO 01 CASA,02,,SETOR DE HABITACOES INDIVIDUAIS SUL,71610215,61,30340660,61,30340044,bsaa@bsaa.adv.br,2004-08-31,264,5,260000.0,2232,0,1,,1
01217681000107,01217681,,SULZ GONSALVES-CONSULTORES E ADVOGADOS ASSOCIADOS S/C,6911701,1,,SC/NORTE QD 05 BLOCO A,50,SL 307 E 313 BSB SHOP,ASA NORTE,70715900,,,,,,1996-05-02,363,1,0.0,2240,1,1,1,166
31819556000138,31819556,,LARISSA ROMANA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SAUS QUADRA 1 BLOCO N LOTE 1 ED TERRA BRASILIS SALA,811,,ASA SUL,70070941,61,99212561,,,romana.adv@hotmail.com,2018-08-24,96,5,3000.0,2321,1,1,,2
26461895000155,26461895,SABO MENDES ADVOGADOS,SABO MENDES ADVOGADOS,6911701,1,SETOR,SHS QUADRA 6,SN,CONJ  A                   BLOCO C                   SALA  613,ASA SUL,70316000,61,30249019,,,pedro@sabomendes.com.br,2016-10-13,118,5,10000.0,2232,0,1,1,68
27685343000193,27685343,,ADAMO MACHADO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,ADE CONJUNTO 16,SN,LOTE  47 1 ANDAR          SALA  102 103,AREA DE DESENVOLVIMENTO ECONOMICO (AGUAS CLARAS),71988720,61,85999000,,,,2017-01-27,115,5,20000.0,2321,1,1,1,14
46317990000197,46317990,,GABRIEL GIRALDES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONDOMINIO,PRIVE MORADA SUL (ETAPA A),R15,,SETOR HABITACIONAL JARDIM BOTANICO,71680352,61,81365133,,,gabrieldgiraldes@gmail.com,2022-05-09,51,5,1000.0,2321,1,1,,1
13106972000107,13106972,VARANDAS ADVOCACIA,VARANDAS ADVOCACIA,6911701,1,SETOR,SMPW Quadra 17 CONJUNTO 7,6,CASA  F,SETOR DE MANSOES PARK WAY,71741707,61,91485006,,,,2010-12-15,188,5,2000.0,2232,1,1,1,1
39721961000120,39721961,,TANIA MENEZES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,"SCS QUADRA 07, BLOCO A, PARTE A-6,",100,SALA  1319,SETOR COMERCIAL SUL,70307901,61,99645659,,,taniamenezesbsb@gmail.com,2020-11-09,69,1,10000.0,2321,1,1,2,140
57135944000193,57135944,,VADIM ARSKY SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,CONJUNTO,SMDB CONJUNTO 8 LOTE,02,,SETOR DE MANSOES DOM BOSCO (LAGO SUL),71680080,61,92815713,,,vadim.arsky@gmail.com,2024-09-03,23,1,1000.0,2321,1,1,,1
37853244000127,37853244,,HANDERSON ALMEIDA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,"DE RADIO E TELEVISAO SUL, QUADRA 701, CONJUNTO L",38,BLOCO I                   SALA  728,ASA SUL,70340906,61,85951415,61,,hrx.almeida@gmail.com,2020-07-24,73,5,5000.0,2321,1,1,1,481
12150244000130,12150244,,FERRARI SABINO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QNE 11 CASA,15,,TAGUATINGA,72125110,61,33549907,61,33549811,toninhocontabilidade@terra.com.br,2010-06-11,194,5,20000.0,2321,1,1,,1
53329126000170,53329126,,PARAISO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIS QL 8 CONJUNTO 8 CASA 01 PARTE C,SN,,SETOR DE HABITACOES INDIVIDUAIS SUL,71620285,61,33210999,,,juridicon@juridicon.com.br,2023-12-29,32,1,5000.0,2321,0,1,,4
24900780000194,24900780,,OLIVEIRA ADVOGADOS,6911701,1,SETOR,SRTVS,S/N,QUADRA701                 BLOCO O                   SALA  129,ASA SUL,70340000,61,32421250,,,legalizacao@apoiocontadores.com.br,2016-05-18,123,5,10000.0,2232,1,1,1,296
52561277000197,52561277,,LUIZ GUSTAVO OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHN QUADRA 1 BLOCO A,SN,CONJ  A                   SALA  522                 EDIF  LE QUARTIER,ASA NORTE,70701010,61,99844080,,,luizgustavooliveiradf@gmail.com,2023-10-17,34,3,100000.0,2321,1,1,1,155
36605557000101,36605557,,CASTRO PIMENTA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SBS QUADRA 02 BLOCO E SALA 206 SOBRELOJA PARTE R10,206,BLOCO E                   ANDAR SOBRELOJA           SALA  206,ASA SUL,70070120,61,96730456,61,33285582,robertodcpimenta@gmail.com,2020-03-09,77,5,100.0,2321,0,1,1,37
53171594000160,53171594,,VIDIGAL & VIDIGAL ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SETOR DE AUTARQUIAS SUL Q 4 LT 9,S/N,BLOCO A                   EDIF  VICTORIA OF. TOWER  SALA  217                       PARTE X,BRASILIA,70070938,61,81729032,,,erick.vidigal@advdf.com.br,2023-12-12,32,1,15000.0,2232,1,1,1,279
30620084000127,30620084,,ALEXANDRO BUENO PATRICIO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHN QUANDRA 02 BLOCO F,87,SALA  1220                EDIF  EXECUTIVE OFFICE TOW,ASA NORTE,70702906,61,81459332,,,buenopatricio.adv@hotmail.com,2018-05-25,99,5,10000.0,2321,1,1,1,56
58114944000170,58114944,,VICTOR PASSOS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHCSW CLSW 101 BL 3,S/N,SALA  109,SUDOESTE/OCTOGONAL,70670502,61,98304893,61,98304893,victorhugo.passos@yahoo.com,2024-11-14,21,1,1000.0,2321,1,1,1,24
16647371000108,16647371,ARAUJO E GONCALVES SOCIEDADE DE ADVOGADOS,TULIO GONCALVES DE ARAUJO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHCS CR QUADRA 516 BLOCO B,69,SALA  101/103,ASA SUL,70381525,61,30430004,,,arbrent@terra.com.br,2012-07-19,169,5,10000.0,2321,1,1,4,709
02853210000158,02853210,,"PENNA FERNANDES, SAFE CARNEIRO E CALDAS PEREIRA ADVOGADOS ASSOCIADOS",6911701,1,SETOR,SHI/S QL 08 CONJUNTO 03 CASA 01,S/N,,LAGO SUL,71620235,61,21079162,,,,1998-11-20,333,5,50000.0,2232,0,1,,4
